objectID,accessionNumber,objectName,title,department,primaryImage,artistDisplayName,objectDate,medium,dimensions,measurements.Height,measurements.Width
61728,2000.282.24,Initiation card,Initiation Card (Tsakalis),Asian Art,https://images.metmuseum.org/CRDImages/as/original/DP-32414-048.jpg,,early 15th century,Opaque watercolor on paper,Each 6 1/4 x 5 3/4 in. (16 x 14.5 cm),15.9,14.6
61729,2000.282.25,Initiation card,Initiation Card (Tsakalis),Asian Art,https://images.metmuseum.org/CRDImages/as/original/DP-32414-050.jpg,,early 15th century,Opaque watercolor on paper,Each 6 1/4 x 5 3/4 in. (16 x 14.5 cm),15.9,14.6
61825,2017.327.5a–m,Album,Landscapes after Ancient Masters,Asian Art,https://images.metmuseum.org/CRDImages/as/original/DP160452.jpg,Mei Qing,1693,Album of twelve paintings and one leaf of calligraphy; ink and color on paper,Each leaf: 9 3/4 x 11 3/4 in. (24.8 x 29.8 cm),24.8,29.8
61849,2001.428.54,Kosode,Robe (Kosode) with Spring Rice Fields,Asian Art,https://images.metmuseum.org/CRDImages/as/original/LC-2001_428_54-001.jpg,,late 18th–first half 19th century,Plain-weave silk crepe with resist-dyeing and hand-painting,67 × 47 in. (170.2 × 119.4 cm),170.18034,119.38024
61855,18.56.84,Wall painting,Buddha,Asian Art,https://images.metmuseum.org/CRDImages/as/original/18_56_84-87_O.JPG,,4th century,Framed wall painting,H. 37 in. (94 cm); W. 28 in. (71.1 cm),94.0,71.1
61941,2001.423,Screen,Anthology of Japanese and Chinese Poems (Wakan rōeishū) with Underpainting of Arrowroot Vines,Asian Art,https://images.metmuseum.org/CRDImages/as/original/DP264138.jpg,Konoe Nobuhiro,early 17th century,Six-panel folding screen; ink and color on gilt paper,Image: 65 3/4 in. × 12 ft. 4 in. (167 × 375.9 cm),20.6375,18.2563
61942,2001.561.1,Hanging scroll,Summer Flowers,Asian Art,https://images.metmuseum.org/CRDImages/as/original/DP-35728-005.jpg,Katsushika Isai,,Folding fan remounted as a hanging scroll; ink and color on silk,7 3/4 x 27 in. (19.7 x 68.6 cm),19.685,68.6
62002,2001.442,Hanging scroll,Guan Yu,Asian Art,https://images.metmuseum.org/CRDImages/as/original/DP-18070-024.jpg,Unidentified artist,ca. 1700,"Hanging scroll; ink, color, and gold on silk","Image: 68 1/8 x 36 7/16 in. (173 x 92.6 cm)
Overall with mounting: 105 1/8 x 48 11/16 in. (267 x 123.7 cm)
Overall with knobs: 105 1/8 x 52 1/2 in. (267 x 133.4 cm)",173.0378,92.5514
62150,2001.541,Folio,The Demon Kumbhakarna Is Defeated by Rama and Lakshmana: Folio from a Dispersed Ramayana Series,Asian Art,https://images.metmuseum.org/CRDImages/as/original/DP152320.jpg,,ca. 1670,Ink and opaque watercolor on paper,8 1/2 x 6 1/2 in. (21.6 x 16.5 cm),21.6,16.5
626692,2014.250,Painting,The Jabach Family,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP352819.jpg,Charles Le Brun,ca. 1660,Oil on canvas,110 1/4 × 129 1/8 in. (280 × 328 cm),280.0,328.0
62739,2017.327.4,Handscroll,"Remote Valleys, Sounds of Waterfalls, Deep Forests",Asian Art,https://images.metmuseum.org/CRDImages/as/original/DP210925_CRD.jpg,Liu Yu,dated 1678,Handscroll; ink and color on paper,10 5/8 in. × 12 ft. 1/8 in. (27 × 366.1 cm),27.0,366.1
62743,2011.574,Hanging scroll,Landscape for Zhanting,Asian Art,https://images.metmuseum.org/CRDImages/as/original/DP-13883-002.jpg,Wang Yuanqi,dated 1710,Hanging scroll; ink and color on paper,"Image: 37 1/2 × 18 1/2 in. (95.3 × 47 cm)
Overall with mounting: 92 5/8 × 25 1/4 in. (235.3 × 64.1 cm)
Overall with knobs: 92 5/8 × 29 in. (235.3 × 73.7 cm)",95.25019,46.990093
62882,17.118.62b,Hanging scroll,Certificate,Asian Art,https://images.metmuseum.org/CRDImages/as/original/17_118_62b_O1_sf.jpg,,early 17th century,Certificate mounted as a scroll; ink on paper,"Image: 6 1/8 × 21 3/4 in. (15.6 × 55.2 cm)
Overall with mounting: 36 1/2 × 22 1/2 in. (92.7 × 57.2 cm)
Overall with knobs: 36 1/2 × 24 3/4 in. (92.7 × 62.9 cm)",15.557531,55.24511
62953,2017.327.6a–h,Album,Album of Blossoming Plum,Asian Art,https://images.metmuseum.org/CRDImages/as/original/DP211112.jpg,Li Fangying,1742,Album of eight paintings; ink on paper,Image: 9 3/4 x 12 1/2 in. (24.8 x 31.8 cm),24.765049,31.750063
629928,2013.636,Painting,Potted Pansies,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP318075(a).jpg,Henri Fantin-Latour,1883,Oil on canvas,11 × 13 1/2 in. (27.9 × 34.3 cm),27.940056,34.29007
631985,2014.269,Painting,The Entombment of Christ,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP333083.jpg,Juan Rodríguez Juárez,ca. 1702,Oil and gold on copper,"10 3/16 × 7 3/4 in. (25.9 × 19.7 cm)
Framed: 17 3/4 × 15 3/4 × 1 1/2 in. (45.1 × 40 × 3.8 cm)",25.9,19.7
634108,2013.1134,Painting,The Dream of the Shepherd (Der Traum des Hirten),European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP318843.jpg,Ferdinand Hodler,1896,Oil on canvas,98 1/2 × 51 3/8 in. (250.2 × 130.5 cm),250.1905,130.49277
635384,2014.171,Painting,The Baptism of Christ,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP356935.jpg,Nicolás Enríquez,1773,Oil on copper,"22 1/4 × 16 1/2 in. (56.5 × 41.9 cm)
Framed: 25 1/4 × 19 3/4 × 1 1/2 in. (64.1 × 50.2 × 3.8 cm)",56.515114,41.910084
635395,2014.174,Painting,The Return of the Holy Family from Egypt,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP356941.jpg,Nicolás Enríquez,1773,Oil on copper,"22 1/4 × 16 1/2 in. (56.5 × 41.9 cm)
Framed: 25 in. × 19 1/2 in. × 1 1/2 in. (63.5 × 49.5 × 3.8 cm)",56.515114,41.910084
635399,2014.172,Painting,The Virgin of El Camino with St. Fermín and St. Saturnino,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP356937.jpg,Nicolás Enríquez,1773,Oil on copper,"22 1/4 × 16 1/2 in. (56.5 × 41.9 cm)
Framed: 25 3/8 × 19 3/4 × 1 3/8 in. (64.5 × 50.2 × 3.5 cm)",56.515114,41.910084
635400,2014.175,Painting,The Apparition of the Virgin of El Pilar to St. James,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP356943.jpg,Nicolás Enríquez,1773,Oil on copper,"22 1/4 × 16 1/2 in. (56.5 × 41.9 cm)
Framed: 25 1/4 × 19 3/4 × 1 1/2 in. (64.1 × 50.2 × 3.8 cm)",56.515114,41.910084
635401,2014.173,Painting,The Virgin of Guadalupe with the Four Apparitions,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP356939.jpg,Nicolás Enríquez,1773,Oil on copper,"22 1/4 × 16 1/2 in. (56.5 × 41.9 cm)
Framed: 25 1/4 × 19 7/8 × 1 3/8 in. (64.1 × 50.5 × 3.5 cm)",56.515114,41.910084
63598,CP253,Print,Plum Blossoms,Asian Art,https://images.metmuseum.org/CRDImages/as/original/LC-CP253-001.jpg,Kuang Xü,printed 1922,Hanging scroll of polychrome woodblock print; ink and color on paper,"Image: 43 1/2 x 11 7/8 in. (110.5 x 30.2 cm)
Overall with mounting: 68 1/2 x 16 1/2 in. (174 x 41.9 cm)
Overall with knobs: 68 1/2 x 20 in. (174 x 50.8 cm)",110.4902,30.16256
63599,CP254,Print,Bamboo,Asian Art,https://images.metmuseum.org/CRDImages/as/original/LC-CP254-001.jpg,Kuang Xü,printed 1922,Hanging scroll of polychrome woodblock print; ink and color on paper,"Image: 43 1/2 x 11 7/8 in. (110.5 x 30.2 cm)
Overall with mounting: 68 1/2 x 16 1/2 in. (174 x 41.9 cm)
Overall with knobs: 68 1/2 x 20 in. (174 x 50.8 cm)",110.49022,30.16256
63604,CP255,Print,Orchids,Asian Art,https://images.metmuseum.org/CRDImages/as/original/LC-CP255-001.jpg,Kuang Xü,printed 1922,Hanging scroll of polychrome woodblock print; ink and color on paper,"Image: 43 1/2 x 11 7/8 in. (110.5 x 30.2 cm)
Overall with mounting: 68 1/2 x 16 1/2 in. (174 x 41.9 cm)
Overall with knobs: 68 1/2 x 20 in. (174 x 50.8 cm)",110.49022,30.16256
63607,CP257,Print,Bamboo,Asian Art,https://images.metmuseum.org/CRDImages/as/original/LC-CP257-001.jpg,Kuang Xü,printed 1922,Hanging scroll of polychrome woodblock print; ink and color on paper,"Image: 43 1/2 x 11 7/8 in. (110.5 x 30.2 cm)
Overall with mounting: 68 1/2 x 16 1/2 in. (174 x 41.9 cm)
Overall with knobs: 68 1/2 x 20 in. (174 x 50.8 cm)",110.49022,30.16256
63609,CP258,Print,Chrysanthemums,Asian Art,https://images.metmuseum.org/CRDImages/as/original/LC-CP258-001.jpg,Kuang Xü,printed 1922,Hanging scroll of polychrome woodblock print; ink and color on paper,"Image: 43 1/2 x 11 7/8 in. (110.5 x 30.2 cm)
Overall with mounting: 68 1/2 x 16 1/2 in. (174 x 41.9 cm)
Overall with knobs: 68 1/2 x 20 in. (174 x 50.8 cm)",110.4902,30.16256
63617,CP260,Print,Bamboo,Asian Art,https://images.metmuseum.org/CRDImages/as/original/LC-CP260-001.jpg,Kuang Xü,printed 1922,Hanging scroll of polychrome woodblock print; ink and color on paper,"Image: 43 1/2 x 11 7/8 in. (110.5 x 30.2 cm)
Overall with mounting: 68 1/2 x 16 1/2 in. (174 x 41.9 cm)
Overall with knobs: 68 1/2 x 20 in. (174 x 50.8 cm)",110.49022,30.16256
63618,CP261,Print,Bamboo,Asian Art,https://images.metmuseum.org/CRDImages/as/original/LC-CP261-001.jpg,Kuang Xü,printed 1922,Hanging scroll of polychrome woodblock print; ink and color on paper,"Image: 43 1/2 x 11 7/8 in. (110.5 x 30.2 cm)
Overall with mounting: 68 1/2 x 16 1/2 in. (174 x 41.9 cm)
Overall with knobs: 68 1/2 x 20 in. (174 x 50.8 cm)",110.49022,30.16256
63619,CP262,Print,Orchids,Asian Art,https://images.metmuseum.org/CRDImages/as/original/LC-CP262-001.jpg,Zhang Yujian,printed 1922,Hanging scroll of polychrome woodblock print; ink and color on paper,"Image: 43 1/2 x 11 7/8 in. (110.5 x 30.2 cm)
Overall with mounting: 68 1/2 x 16 1/2 in. (174 x 41.9 cm)
Overall with knobs: 68 1/2 x 20 in. (174 x 50.8 cm)",110.4902,30.16256
63620,CP263,Print,Peonies,Asian Art,https://images.metmuseum.org/CRDImages/as/original/LC-CP263-001.jpg,Kuang Xü,printed 1922,Hanging scroll of polychrome woodblock print; ink and color on paper,"Image: 43 1/2 x 11 7/8 in. (110.5 x 30.2 cm)
Overall with mounting: 68 1/2 x 16 1/2 in. (174 x 41.9 cm)
Overall with knobs: 68 1/2 x 20 in. (174 x 50.8 cm)",110.4902,30.16256
63623,CP266,Print,Chrysanthemum,Asian Art,https://images.metmuseum.org/CRDImages/as/original/LC-CP266-001.jpg,Kuang Xü,printed 1922,Hanging scroll of polychrome woodblock print; ink and color on paper,"Image: 43 1/2 x 11 7/8 in. (110.5 x 30.2 cm)
Overall with mounting: 68 1/2 x 16 1/2 in. (174 x 41.9 cm)
Overall with knobs: 68 1/2 x 20 in. (174 x 50.8 cm)",110.4902,39.68758
63625,CP267,Print,Orchids,Asian Art,https://images.metmuseum.org/CRDImages/as/original/LC-CP267-001.jpg,Zhang Yujian,printed 1922,Hanging scroll of polychrome woodblock print; ink and color on paper,"Image: 43 1/2 x 11 7/8 in. (110.5 x 30.2 cm)
Overall with mounting: 68 1/2 x 16 1/2 in. (174 x 41.9 cm)
Overall with knobs: 68 1/2 x 20 in. (174 x 50.8 cm)",110.4902,30.16256
63626,CP268,Print,Orchids,Asian Art,https://images.metmuseum.org/CRDImages/as/original/LC-CP268-001.jpg,Zhang Yujian,printed 1922,Hanging scroll of polychrome woodblock print; ink and color on paper,"Image: 43 1/2 x 11 7/8 in. (110.5 x 30.2 cm)
Overall with mounting: 68 1/2 x 16 1/2 in. (174 x 41.9 cm)
Overall with knobs: 68 1/2 x 20 in. (174 x 50.8 cm)",110.49022,30.16256
63627,CP269,Print,Zhong Kui accompanied by an attendant and a bat,Asian Art,https://images.metmuseum.org/CRDImages/as/original/LC-CP269-001.jpg,Unidentified artist,19th or 20th century,Hanging scroll of polychrome woodblock print; ink and color on paper,"Image: 44 x 22 1/4 in. (111.8 x 56.5cm)
Overall with mounting: 81 1/2 x 26 3/4 in. (207 x 67.9 cm)
Overall with knobs: 81 1/2 x 30 1/2 in. (207 x 77.5 cm)",111.7602,56.5151
63628,CP270,Print,Phoenix,Asian Art,https://images.metmuseum.org/CRDImages/as/original/LC-CP270-001.jpg,Unidentified artist,19th or 20th century,Hanging scroll of polychrome woodblock print; ink and color on paper,"Image: 44 1/2 x 21 3/4in. (113 x 55.2cm)
Overall with mounting: 82 x 26 in. (208.3 x 66 cm)
Overall with knobs: 82 x 29 7/8 in. (208.3 x 75.9 cm)",113.0302,55.2451
63956,2002.3,Hanging scroll,The Chinese Explorer Zhang Qian on a Raft,Asian Art,https://images.metmuseum.org/CRDImages/as/original/DP-35705-002.jpg,Maejima Sōyū,mid-16th century,Hanging scroll; ink on paper,"Image: 20 5/16 × 13 11/16 in. (51.6 × 34.7 cm)
Overall with knobs: 50 × 16 1/4 in. (127 × 41.3 cm)
Overall with mounting: 50 × 14 1/2 in. (127 × 36.8 cm)",51.6,34.7
640049,"2016.254.1, .2",Screens,Lake Biwa in Four Seasons,Asian Art,https://images.metmuseum.org/CRDImages/as/original/DP704995.jpg,Nukina Kaioku,1834,Pair of six-panel folding screens; ink and color on paper,"Image: 24 9/16 × 60 5/8 in. (62.4 × 154 cm)
Overall with mounting: 67 1/2 × 25 3/8 in. (171.4 × 64.5 cm)",62.4,154.0
640565,2014.444,"Painting, Miniature",Amos Binney,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP701352.jpg,Pamela Hill,ca. 1840,Oil on paper,4 × 3 1/8 in. (10.2 × 7.9 cm),10.16002,7.9375157
64084,62.98.1,Screen,Screen,Asian Art,https://images.metmuseum.org/CRDImages/as/original/62_98_1_R.JPG,,,Eight-panel folding screen; colors and gold on silk,"72 1/2 in. × 16 ft. 8 1/2 in. (184.2 × 509.3 cm)
Other (Folded): 72 1/4 in. × 25 3/4 in. × 5 in. (183.5 × 65.4 × 12.7 cm)",184.1504,509.271
64115,07.246.1,Drawing,Japanese Drawing,Asian Art,https://images.metmuseum.org/CRDImages/as/original/07_246_1_O1_sf.jpg,,early 19th century,On paper,Image: 38 1/4 × 15 5/8 in. (97.2 × 39.7 cm),97.1552,39.68758
641257,2014.149,Painting,Head of Christ,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP349354.jpg,Fernando Yáñez de la Almedina,ca. 1506,Oil on poplar,16 1/2 × 12 in. (41.9 × 30.5 cm),41.910084,30.48006
641448,2014.178,Painting,Christ Healing the Blindman,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP331198.jpg,Gerardus Duyckinck I,ca. 1725–30,Oil on canvas,35 1/4 × 45 in. (89.5 × 114.3 cm),89.53518,114.30023
643540,2014.277,Painting,Portrait of a Woman,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP341866.jpg,Giovanni Battista Gaulli (Il Baciccio),ca. 1670s,Oil on canvas,29 7/8 × 23 3/8 in. (75.9 × 59.4 cm),75.88265,59.37262
64372,1974.225.2y–ww,Album leaves,Scenes from the Tales of Ise (Ise monogatari),Asian Art,https://images.metmuseum.org/CRDImages/as/original/DT10749.jpg,Tosa School,late 18th century,Set of album leaf paintings; ink and color on paper (shikishi),9 3/8 x 6 13/16 in. (23.8 x 17.3 cm),31.4326,22.3838
64381,2001.717,Handscroll,Six Noh Performances in Scenes from Daily Life,Asian Art,https://images.metmuseum.org/CRDImages/as/original/DP238179_CRD.jpg,,late 17th–early 18th century,"Handscroll; ink, color, and gold on paper","1 ft. 1 3/8 in. x 18 ft. 1 7/8 in. (0.34 x 5.53 m)
Overall (with mounting and rollers): 1 ft.1 3/8 in. x 20 ft. 5 1/8 in. (0.34 x 6.23 m)",33.9726,553.4036
64397,"2001.768.3, .4",Screens,Landscape with Pavilion,Asian Art,https://images.metmuseum.org/CRDImages/as/original/DP-13710-001.jpg,Mori Shūhō,early 19th century,"Pair of six-panel folding screens; ink, color, gold flecks, and gold leaf on paper",Image (each screen):  5 ft. 2 3/16 in. x 11 ft. 8 15/16 in. (1.58 x 3.58 m),157.95657,357.98196
644664,2015.300.18a–c,Handscrolls,Illustrated Legends of the Origins of the Kumano Shrines,Asian Art,https://images.metmuseum.org/CRDImages/as/original/DP-13226-003_crd.jpg,,late 16th–early 17th century,Set of three handscrolls; ink and color on paper,"Image (a): 9 1/2 in. × 33 ft. 5 5/8 in. (24.1 × 1020.2 cm)
Image (b): 9 1/2 in. × 20 ft. 2 5/16 in. (24.1 × 615.5 cm)
Image (c): 9 1/2 in. × 13 ft. 9 3/4 in. (24.1 × 421 cm)",24.1,421.0
64505,2001.561.2,Hanging scroll,Spring Farming Scene,Asian Art,https://images.metmuseum.org/CRDImages/as/original/DP-35728-003.jpg,Katsushika Isai,,"Folding fan, remounted as a hanging scroll; ink and color on silk",7 3/4 x 27 in. (19.7 x 68.6 cm),19.685,68.6
64533,2002.38,Painting,Maharaja Bijay Singh in His Harem,Asian Art,https://images.metmuseum.org/CRDImages/as/original/DP156162.jpg,,ca. 1770,"Ink, opaque watercolor, and gold on paper",13 5/8 x 10 5/8 in. (34.6 x 27 cm),34.6076,26.9876
64534,"2002.65a, b",Painting,Maharaja Raj Singh Adored by His Ladies,Asian Art,https://images.metmuseum.org/CRDImages/as/original/DT5379.jpg,,ca. 1710–20,Ink and opaque watercolor on paper,"Image: 12 7/16 × 17 1/4 in. (31.6 × 43.8 cm)
Inscription:  2 3/4 × 5 3/8 in. (7 × 13.7 cm)
Sheet: 13 5/16 × 17 1/4 in. (33.8 × 43.8 cm)",31.591312,43.8151
64535,2002.37,Painting,Pleasures of the Hunt,Asian Art,https://images.metmuseum.org/CRDImages/as/original/DP153186.jpg,,ca. 1800,"Ink, opaque watercolor, gold and silver on paper","Image: 9 7/8 x 14 1/8 in. (25.1 x 35.8 cm)
Framed: 16 5/16 x 21 3/8 in. (41.4 x 54.3 cm)",25.1,35.8
646992,2015.784.10a–j,Album,Ten Sites Associated with Ruan Yuan,Asian Art,https://images.metmuseum.org/CRDImages/as/original/DP332016_crd.jpg,Wang Jun,dated 1883,Album of ten paintings; ink and color on paper,"Image (each): 10 3/4 in. × 13 in. (27.3 × 33 cm)
Mat (each): 18 × 18 in. (45.7 × 45.7 cm)",27.305054,33.020065
646996,2014.247,Screen,Still life with bronze vessels and flowering plants,Asian Art,https://images.metmuseum.org/CRDImages/as/original/DP328595.jpg,Jang Seung-eop (sobriquet: Owon),1894,Ten-panel folding screen; ink on paper,Overall: 77 in. × 14 ft. 2 in. (195.6 × 431.8 cm),195.5804,431.80087
647338,2014.270,Painting,Saint Francis in Ecstasy,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP328663.jpg,Giovanni Benedetto Castiglione (Il Grechetto),ca. 1650,Oil on canvas,77 × 53 1/4 in. (195.6 × 135.3 cm),195.5804,135.25526
64839,64.167.2,Painting,Lady at Her Toilette with Attendant on a Terrace,Asian Art,https://images.metmuseum.org/CRDImages/as/original/64_167_2.jpg,,ca. 1800,Gold and color on paper,10 x 7 3/8 in. (25.4 x 18.7 cm),25.4001,18.7325
64840,64.167.3,Painting,Equestrian Portrait,Asian Art,https://images.metmuseum.org/CRDImages/as/original/64_167_3.jpg,,late 19th–early 20th century,Gold and color on brown paper,14 x 10 1/4 in. (35.5 x 26 cm),35.5601,26.0351
64841,64.167.4,Leaf from a Ragamala (?),Krishna and Radha Seated on a Platform in Landscape with Dancers and Attendant,Asian Art,https://images.metmuseum.org/CRDImages/as/original/64_167_4.jpg,,late 19th–early 20th century,"Color, gold and silver on paper",8 3/4 x 11 3/4 in. (22.2 x 29.8 cm),22.225,29.8451
64842,64.167.5,Painting,Krishna and Radha in Garden Pavilion with Female Attendants,Asian Art,https://images.metmuseum.org/CRDImages/as/original/64_167_5.jpg,,late 19th century,"Color, gold and silver on paper",12 x 8 7/8 in. (30.5 x 22.5 cm),30.4801,22.5425
64843,64.167.6,Painting,Raja on Horseback with Attendants,Asian Art,https://images.metmuseum.org/CRDImages/as/original/64_167_6.JPG,,ca. 1800,"Color, gold and silver on paper",12 1/2 x 9 1/2 in. (31.8 x 24.1 cm),31.7501,24.13
64844,64.167.7,Leaf from a Ragamala (?),Krishna and Radha in Landscape,Asian Art,https://images.metmuseum.org/CRDImages/as/original/64_167_7.jpg,,late 19th–early 20th century,Color and gold on paper,9 5/8 x 7 1/8 in. (24.4 x 18.1 cm),24.4475,18.0975
64845,64.167.8,Leaf from a Ragamala (?),Krishna with Two Attendants,Asian Art,https://images.metmuseum.org/CRDImages/as/original/64_167_8.jpg,,late 19th–early 20th century,Color and gold on paper,9 5/8 x 7 1/8 in. (24.4 x 18.1 cm),24.4475,18.0975
64846,64.167.9,Leaf from a Ragamala (?),Maiden Dancing Before a Storm,Asian Art,https://images.metmuseum.org/CRDImages/as/original/64_167_9.jpg,,late 19th–early 20th century,Colors and gold on paper,9 5/8 x 7 1/8 in. (24.4 x 18.1 cm),24.4475,18.0975
64847,64.167.10,Leaf from a Ragamala (?),Krishna and Radha Celebrating Holi,Asian Art,https://images.metmuseum.org/CRDImages/as/original/64_167_10.jpg,,late 19th century,Colors and gold on paper,9 5/8 x 7 1/8 in. (24.4 x 18.1 cm),24.4,18.0975
64848,64.167.11,Leaf from a Ragamala (?),Lady and Attendant in Front of Pavilion,Asian Art,https://images.metmuseum.org/CRDImages/as/original/64_167_11.jpg,,late 19th–early 20th century,Colors and gold on paper,9 5/8 x 7 1/8 in. (24.4 x 18.1 cm),24.4475,18.0975
64849,64.167.12,Leaf from a Ragamala (?),Krishna Dancing with Two Attendant Female Musicians,Asian Art,https://images.metmuseum.org/CRDImages/as/original/64_167_12.jpg,,late 19th–early 20th century,Colors and gold on paper,9 5/8 x 7 1/8 in. (24.4 x 18.1 cm),24.4475,18.0975
64850,64.167.13,Leaf from a Ragamala (?),Raja on Horseback Accompanied by His Favorite Attendants,Asian Art,https://images.metmuseum.org/CRDImages/as/original/64_167_13.jpg,,late 19th–early 20th century,"Colors, silver and gold on paper",12 7/8 x 9 3/4 in. (32.7 x 24.8 cm),32.7026,24.765
64851,64.167.14,Leaf from a Ragamala (?),Princely Couple on Balcony Watching Maidens on Swing and Dancers,Asian Art,https://images.metmuseum.org/CRDImages/as/original/64_167_14.jpg,,ca. 1800,Colors on gold on paper,11 1/2 x 8 3/4 in. (29.2 x 22.2 cm),29.2101,22.225
64852,64.167.15,Album leaf,Royal Lovers in a Landscape Setting,Asian Art,https://images.metmuseum.org/CRDImages/as/original/64_167_15.jpg,,ca. 1800,"Leaf from an album; ink, colors and gold on paper",10 1/2 x 7 1/2 in. (26.7 x 19.1 cm),26.6701,19.05
64872,2015.300.201,Handscroll,Scenes of the Four Seasons in Kyoto,Asian Art,https://images.metmuseum.org/CRDImages/as/original/DP359324_crd.jpg,Genki (Komai Ki),1778,Handscroll; ink and color on silk,"Image: 12 5/16 in. × 16 ft. 7 15/16 in. (31.3 × 507.8 cm)
Overall with mounting: 12 13/16 in. × 16 ft. 7 15/16 in. (32.5 × 507.8 cm)",31.3,507.8
64890,2002.176,Folio,The Death of the Demoness Putana: Folio from a Bhagavata Purana Series,Asian Art,https://images.metmuseum.org/CRDImages/as/original/DP156180.jpg,,ca. 1610,Opaque watercolor and ink paper,"Image: 6 5/8 × 9 5/8 in. (16.8 × 24.4 cm)
Sheet: 9 5/8 × 11 7/8 in. (24.4 × 30.2 cm)",16.8275,24.4475
64891,2002.177,Painting,Maharana Amar Singh II Riding a Jodhpur Horse,Asian Art,https://images.metmuseum.org/CRDImages/as/original/DT5391.jpg,Stipple Master,ca. 1700–1710,Opaque watercolor and ink on paper,"Page: 14 11/16 x 12 1/8 in. (37.3 x 30.8 cm)
Image: 13 3/16 x 10 3/4 in. (33.5 x 27.3 cm)",33.49632,27.305054
64892,2002.178,Page,"Sanveri Ragini, Page from a Ragamala Series (Garland of Musical Modes)",Asian Art,https://images.metmuseum.org/CRDImages/as/original/DT5392.jpg,,ca. 1700–1710,"Ink, opaque watercolor, and silver on paper",Image: 6 1/8 x 6 1/8 in. (15.6 x 15.6 cm); Page: 8 1/8 x 8 1/8 in. (20.6 x 20.6 cm),15.5575,15.5575
64893,2002.179,Folio,The Demon Hiranyaksha Departs the Demon Palace: Folio from a Bhagavata Purana Series,Asian Art,https://images.metmuseum.org/CRDImages/as/original/DP153188.jpg,,ca. 1740,"Opaque watercolor, ink and gold on paper","Page: 8 1/2 x 12 3/4 in. (21.6 x 32.4 cm)
Image: 7 1/16 x 11 1/4 in. (17.9 x 28.6 cm)",17.938786,28.575058
64896,2002.256,Piece,"Tsujigahana Textile with Horizontal Stripes, Flowering Plants, Fans, Snowflakes, Clouds, and Bellflowers",Asian Art,https://images.metmuseum.org/CRDImages/as/original/DP104360.jpg,,ca. late 16th century,Plain-weave silk with resist dyeing and ink painting,24 3/16 x 15 1/2 in. (61.4 x 39.3 cm),61.4364,39.3
64972,2002.296,Hanging scroll,Birds Amidst Blossoming Plum and Bamboo,Asian Art,https://images.metmuseum.org/CRDImages/as/original/DP-35708-002.jpg,Lin Liang,,Hanging scroll; ink and color on silk,40 15/16 x 18 11/16 in. (104 x 47.4 cm),104.0,47.4
65002,2002.349,Painting,Jhujhar Singh on Horseback,Asian Art,https://images.metmuseum.org/CRDImages/as/original/DP156144.jpg,Dalchand,ca. 1720–30,"Ink, opaque watercolor, and gold on paper",Approx. 8 x 8 in. (20.3 x 20.3 cm),20.32,20.32
65003,2002.411,Painting,Equestrian Portrait of a Nobleman,Asian Art,https://images.metmuseum.org/CRDImages/as/original/DP156145.jpg,,ca. 1710–20,"Ink, opaque watercolor, and gold on paper",12 x 8 3/8 in. (30.5 x 21.3 cm),30.4801,21.2725
65013,2002.328,Handscroll,Horsemanship Competition for the Shunzhi Emperor,Asian Art,https://images.metmuseum.org/CRDImages/as/original/DP104395_crd.jpg,Nardunbu,dated 1662,Handscroll; ink and color on paper,Image: 8 in. × 54 ft. 7 in. (20.3 × 1663.7 cm),20.32,1663.7032
65038,2002.459.1,Handscroll,A Long Tale for an Autumn Night (Aki no yo nagamonogatari),Asian Art,https://images.metmuseum.org/CRDImages/as/original/DP244701_CRD.jpg,Unidentified artist,ca. 1400,"One handscroll from a set of three; ink, color, and gold on paper","Image: 12 1/4 in. × 32 ft. 7 1/4 in. (31.1 × 993.8 cm)
Overall with mounting: 12 5/8 in. × 34 ft. 6 7/8 in. (32.1 × 1053.8 cm)",,105.41021
650682,2014.513,Hanging scroll,The Legendary Empress Jingū,Asian Art,https://images.metmuseum.org/CRDImages/as/original/DP700737.jpg,Kōsai Hokushin 蛟斎北岑,mid-19th century,"Hanging scroll; ink, color, and gold on silk","Image: 28 7/8 × 12 15/16 in. (73.3 × 32.9 cm)
Overall with mounting: 63 1/8 × 16 5/16 in. (160.3 × 41.4 cm)
Overall with knobs: 63 1/8 × 18 in. (160.3 × 45.7 cm)",73.34264,32.861317
65075,2000.665.2a–p,Album,Landscapes after old masters,Asian Art,https://images.metmuseum.org/CRDImages/as/original/ASA299.jpg,Wang Hui,dated 1692,Album of sixteen leaves; ink and color on paper,Image (each leaf): 11 x 12 1/8 in. (27.9 x 30.8 cm),27.940056,30.797562
