objectID,artistDisplayName,title,objectDate,medium,dimensions,department,img_id,img_url,img_area,eye_count
10049,Edwin Austin Abbey,"""King Lear,"" Act I, Scene I",1898,Oil on canvas,54 1/4 x 127 1/4 in. (137.8 x 323.2 cm),The American Wing,10049_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10049_000.avif,3479,1
10049,Edwin Austin Abbey,"""King Lear,"" Act I, Scene I",1898,Oil on canvas,54 1/4 x 127 1/4 in. (137.8 x 323.2 cm),The American Wing,10049_001,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10049_001.avif,5780,2
10049,Edwin Austin Abbey,"""King Lear,"" Act I, Scene I",1898,Oil on canvas,54 1/4 x 127 1/4 in. (137.8 x 323.2 cm),The American Wing,10049_002,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10049_002.avif,1769,1
10065,John White Alexander,Repose,1895,Oil on canvas,52 1/4 x 63 5/8 in. (132.7 x 161.6 cm),The American Wing,10065_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10065_000.avif,24440,2
10066,John White Alexander,The Ring,1911,Oil on canvas,48 3/4 x 36 3/8 in. (123.8 x 92.4 cm),The American Wing,10066_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10066_000.avif,45080,2
10068,John White Alexander,Walt Whitman,1889,Oil on canvas,50 x 40 in. (127 x 101.6 cm),The American Wing,10068_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10068_000.avif,14058,2
10070,Washington Allston,The Spanish Girl in Reverie,1831,Oil on canvas,30 x 25 in. (76.2 x 63.5 cm),The American Wing,10070_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10070_000.avif,4472,2
10074,Ezra Ames,Maurice Levy,ca. 1820,Watercolor on ivory,2 15/16 x 2 3/8 in. (7.5 x 6 cm),The American Wing,10074_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10074_000.avif,69600,2
10075,Ezra Ames,Philip Van Cortlandt,ca. 1810,Oil on canvas,36 x 28 in. (91.4 x 71.1 cm),The American Wing,10075_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10075_000.avif,37247,3
10077,Ambrose Andrews,The Children of Nathan Starr,1835,Oil on canvas,28 3/8 x 36 1/2 in. (72.1 x 92.7 cm),The American Wing,10077_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10077_000.avif,7938,2
10077,Ambrose Andrews,The Children of Nathan Starr,1835,Oil on canvas,28 3/8 x 36 1/2 in. (72.1 x 92.7 cm),The American Wing,10077_001,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10077_001.avif,4945,2
10077,Ambrose Andrews,The Children of Nathan Starr,1835,Oil on canvas,28 3/8 x 36 1/2 in. (72.1 x 92.7 cm),The American Wing,10077_002,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10077_002.avif,12707,2
10077,Ambrose Andrews,The Children of Nathan Starr,1835,Oil on canvas,28 3/8 x 36 1/2 in. (72.1 x 92.7 cm),The American Wing,10077_003,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10077_003.avif,5846,1
10080,Thomas Anshutz,The Way They Live,1879,Oil on canvas,24 x 17 in. (61 x 43.2 cm),The American Wing,10080_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10080_000.avif,5040,2
10080,Thomas Anshutz,The Way They Live,1879,Oil on canvas,24 x 17 in. (61 x 43.2 cm),The American Wing,10080_001,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10080_001.avif,1554,2
10085,Joseph Badger,James Badger,1760,Oil on canvas,42 1/2 x 33 1/8 in. (108 x 84.1 cm),The American Wing,10085_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10085_000.avif,14003,2
10092,George Augustus Baker Jr.,John F. Kensett,1875,Oil on canvas,27 x 22 in. (68.6 x 55.9 cm),The American Wing,10092_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10092_000.avif,52934,2
10093,George Augustus Baker Jr.,Mrs. William Loring Andrews,1861–63,Oil on canvas,30 x 25 in. (76.2 x 63.5 cm),The American Wing,10093_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10093_000.avif,30873,2
10135,Henry Benbridge,Elizabeth Ann Timothy,ca. 1775–85,Watercolor and gouache on ivory,1 1/2 x 1 1/8 in. (3.7 x 3 cm),The American Wing,10135_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10135_000.avif,32806,2
10136,Henry Benbridge,Mrs. Benjamin Simons,ca. 1771–76,Oil on canvas,29 7/8 x 25 in. (75.5 x 63.5 cm),The American Wing,10136_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10136_000.avif,53720,2
10138,Henry Benbridge,Portrait of a Gentleman,ca. 1770–72,Oil on canvas,49 1/4 x 39 1/2 in. (125.1 x 100.3 cm),The American Wing,10138_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10138_000.avif,17958,2
10139,Henry Benbridge,Portrait of a Gentleman,ca. 1780,Watercolor on ivory,1 1/2 x 1 in. (3.9 x 2.5 cm),The American Wing,10139_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10139_000.avif,124821,2
10159,George Caleb Bingham,Fur Traders Descending the Missouri,1845,Oil on canvas,29 x 36 1/2 in. (73.7 x 92.7 cm),The American Wing,10159_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10159_000.avif,3920,2
10159,George Caleb Bingham,Fur Traders Descending the Missouri,1845,Oil on canvas,29 x 36 1/2 in. (73.7 x 92.7 cm),The American Wing,10159_001,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10159_001.avif,2136,2
10165,William Russell Birch,Brock Livingston Delaplaine,1817,Enamel on copper,Sight: 3 x 2 1/2 in. (7.6 x 6.4 cm),The American Wing,10165_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10165_000.avif,144664,2
10174,Joseph Blackburn,Mary Sylvester,1754,Oil on canvas,49 7/8 x 40 in. (126.7 x 101.6 cm),The American Wing,10174_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10174_000.avif,54386,2
10175,Joseph Blackburn,Mrs. David Chesebrough,1754,Oil on canvas,49 7/8 x 40 1/8 in. (126.7 x 101.9 cm),The American Wing,10175_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10175_000.avif,12210,2
10176,Joseph Blackburn,Mrs. Samuel Cutts,ca. 1762–63,Oil on canvas,50 1/4 x 40 1/2 in. (127.6 x 102.9 cm),The American Wing,10176_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10176_000.avif,39040,2
10177,Joseph Blackburn,Samuel Cutts,ca. 1762–63,Oil on canvas,50 1/4 x 40 3/8 in. (127.6 x 102.6 cm),The American Wing,10177_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10177_000.avif,19178,2
10185,Jacob D. Blondel,Luigi Palma di Cesnola,1865,Oil on canvas,27 1/4 x 22 1/8 in. (69.2 x 56.2 cm),The American Wing,10185_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10185_000.avif,159216,2
10186,Robert Frederick Blum,The Ameya,by 1893,Oil on canvas,25 1/16 x 31 1/16 in. (63.7 x 78.9 cm),The American Wing,10186_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10186_000.avif,7068,2
10186,Robert Frederick Blum,The Ameya,by 1893,Oil on canvas,25 1/16 x 31 1/16 in. (63.7 x 78.9 cm),The American Wing,10186_001,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10186_001.avif,4655,2
10186,Robert Frederick Blum,The Ameya,by 1893,Oil on canvas,25 1/16 x 31 1/16 in. (63.7 x 78.9 cm),The American Wing,10186_002,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10186_002.avif,6460,2
10186,Robert Frederick Blum,The Ameya,by 1893,Oil on canvas,25 1/16 x 31 1/16 in. (63.7 x 78.9 cm),The American Wing,10186_004,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10186_004.avif,5304,2
10186,Robert Frederick Blum,The Ameya,by 1893,Oil on canvas,25 1/16 x 31 1/16 in. (63.7 x 78.9 cm),The American Wing,10186_005,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10186_005.avif,10480,2
10210,John Bradley,Emma Homan,ca. 1844,Oil on canvas,34 x 27 1/8 in. (86.4 x 68.9 cm),The American Wing,10210_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10210_000.avif,64566,2
10218,Hugh Bridport,Carolyn Mishner,ca. 1825,Watercolor on ivory,2 1/2 x 2 1/16 in. (6.2 x 5.2 cm),The American Wing,10218_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10218_000.avif,74482,2
10239,John George Brown,Meditation,ca. 1900–1910,Oil on canvas,30 x 25 in. (76.2 x 63.5 cm),The American Wing,10239_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10239_000.avif,20944,2
10240,John George Brown,The Music Lesson,1870,Oil on canvas,24 x 20 in. (61 x 50.8 cm),The American Wing,10240_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10240_000.avif,11520,1
10240,John George Brown,The Music Lesson,1870,Oil on canvas,24 x 20 in. (61 x 50.8 cm),The American Wing,10240_001,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10240_001.avif,16848,2
10241,John George Brown,To Decide the Question,1897,Oil on canvas,30 x 40 in. (76.2 x 101.6 cm),The American Wing,10241_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10241_000.avif,4563,2
10241,John George Brown,To Decide the Question,1897,Oil on canvas,30 x 40 in. (76.2 x 101.6 cm),The American Wing,10241_001,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10241_001.avif,3480,3
10241,John George Brown,To Decide the Question,1897,Oil on canvas,30 x 40 in. (76.2 x 101.6 cm),The American Wing,10241_002,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10241_002.avif,10400,2
10241,John George Brown,To Decide the Question,1897,Oil on canvas,30 x 40 in. (76.2 x 101.6 cm),The American Wing,10241_003,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10241_003.avif,10449,2
10246,Mather Brown,Lady with a Dog,1786,Oil on canvas,49 1/2 x 39 1/2 in. (125.7 x 100.3 cm),The American Wing,10246_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10246_000.avif,17784,2
10247,Mather Brown,Portrait of a Young Woman,1801,Oil on canvas,50 x 40 1/4 in. (127 x 102.2 cm),The American Wing,10247_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10247_000.avif,17850,2
10259,Dennis Miller Bunker,Eleanor Hardy Bunker,1890,Oil on canvas,24 x 20 7/8 in. (61 x 53 cm),The American Wing,10259_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10259_000.avif,19662,2
10371,John Carlin,After a Long Cruise,1857,Oil on canvas,20 x 30 in. (50.8 x 76.2 cm),The American Wing,10371_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10371_000.avif,2800,2
10371,John Carlin,After a Long Cruise,1857,Oil on canvas,20 x 30 in. (50.8 x 76.2 cm),The American Wing,10371_001,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10371_001.avif,2520,2
10371,John Carlin,After a Long Cruise,1857,Oil on canvas,20 x 30 in. (50.8 x 76.2 cm),The American Wing,10371_002,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10371_002.avif,3149,2
10371,John Carlin,After a Long Cruise,1857,Oil on canvas,20 x 30 in. (50.8 x 76.2 cm),The American Wing,10371_003,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10371_003.avif,4185,2
10371,John Carlin,After a Long Cruise,1857,Oil on canvas,20 x 30 in. (50.8 x 76.2 cm),The American Wing,10371_004,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10371_004.avif,2520,1
10371,John Carlin,After a Long Cruise,1857,Oil on canvas,20 x 30 in. (50.8 x 76.2 cm),The American Wing,10371_005,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10371_005.avif,1120,1
10371,John Carlin,After a Long Cruise,1857,Oil on canvas,20 x 30 in. (50.8 x 76.2 cm),The American Wing,10371_006,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10371_006.avif,1875,2
10371,John Carlin,After a Long Cruise,1857,Oil on canvas,20 x 30 in. (50.8 x 76.2 cm),The American Wing,10371_007,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10371_007.avif,2044,2
10371,John Carlin,After a Long Cruise,1857,Oil on canvas,20 x 30 in. (50.8 x 76.2 cm),The American Wing,10371_008,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10371_008.avif,1938,2
10372,John Carlin,The Allen Children,1847,Watercolor on ivory,4 1/16 x 3 3/8 in. (10.3 x 8.6 cm),The American Wing,10372_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10372_000.avif,18225,2
10372,John Carlin,The Allen Children,1847,Watercolor on ivory,4 1/16 x 3 3/8 in. (10.3 x 8.6 cm),The American Wing,10372_001,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10372_001.avif,21756,2
10372,John Carlin,The Allen Children,1847,Watercolor on ivory,4 1/16 x 3 3/8 in. (10.3 x 8.6 cm),The American Wing,10372_002,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10372_002.avif,20010,2
10372,John Carlin,The Allen Children,1847,Watercolor on ivory,4 1/16 x 3 3/8 in. (10.3 x 8.6 cm),The American Wing,10372_003,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10372_003.avif,14528,2
10374,John Carlin,The Thompson Children,1846,Watercolor on ivory,4 5/16 x 3 9/16 in. (11 x 9 cm),The American Wing,10374_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10374_000.avif,4500,2
10374,John Carlin,The Thompson Children,1846,Watercolor on ivory,4 5/16 x 3 9/16 in. (11 x 9 cm),The American Wing,10374_001,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10374_001.avif,4560,2
10374,John Carlin,The Thompson Children,1846,Watercolor on ivory,4 5/16 x 3 9/16 in. (11 x 9 cm),The American Wing,10374_002,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10374_002.avif,3016,2
10374,John Carlin,The Thompson Children,1846,Watercolor on ivory,4 5/16 x 3 9/16 in. (11 x 9 cm),The American Wing,10374_003,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10374_003.avif,4407,2
10421,Charles Robert Leslie,The Last Throw,ca. 1840,Oil on canvas,"18 1/2 x 38in. (47 x 96.5cm)
Framed: 32 1/2 x 52 1/2 x 3 1/2 in. (82.6 x 133.4 cm)",The American Wing,10421_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10421_000.avif,15204,3
10421,Charles Robert Leslie,The Last Throw,ca. 1840,Oil on canvas,"18 1/2 x 38in. (47 x 96.5cm)
Framed: 32 1/2 x 52 1/2 x 3 1/2 in. (82.6 x 133.4 cm)",The American Wing,10421_001,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10421_001.avif,15908,2
10423,Francis William Edmonds,Taking the Census,1854,Oil on canvas,28 x 38 in. (71.1 x 96.5 cm),The American Wing,10423_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10423_000.avif,3555,2
10423,Francis William Edmonds,Taking the Census,1854,Oil on canvas,28 x 38 in. (71.1 x 96.5 cm),The American Wing,10423_001,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10423_001.avif,3182,1
10423,Francis William Edmonds,Taking the Census,1854,Oil on canvas,28 x 38 in. (71.1 x 96.5 cm),The American Wing,10423_002,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10423_002.avif,8850,2
10423,Francis William Edmonds,Taking the Census,1854,Oil on canvas,28 x 38 in. (71.1 x 96.5 cm),The American Wing,10423_004,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10423_004.avif,3312,2
10423,Francis William Edmonds,Taking the Census,1854,Oil on canvas,28 x 38 in. (71.1 x 96.5 cm),The American Wing,10423_005,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10423_005.avif,7663,2
10423,Francis William Edmonds,Taking the Census,1854,Oil on canvas,28 x 38 in. (71.1 x 96.5 cm),The American Wing,10423_006,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10423_006.avif,5850,2
10423,Francis William Edmonds,Taking the Census,1854,Oil on canvas,28 x 38 in. (71.1 x 96.5 cm),The American Wing,10423_007,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10423_007.avif,2523,2
10426,George Catlin,Mrs. George Catlin (Clara Bartlet Gregory),ca. 1830,Watercolor on ivory,2  x 1 3/4 in.  (5.1 x 4.4 cm),The American Wing,10426_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10426_000.avif,45188,2
10427,George Catlin,Portrait of a Gentleman,1827,Watercolor on ivory,2 3/8 x 1 7/8 in. (6 x 4.8 cm),The American Wing,10427_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10427_000.avif,50180,2
10437,William P. Chappel,Adult Funeral Procession,1870s,Oil on slate paper,6 x 9 1/4 in. (15.2 x 23.5 cm),The American Wing,10437_004,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10437_004.avif,391,0
10439,William P. Chappel,Baptism,1870s,Oil on slate paper,6 1/8 x 9 1/4 in. (15.6 x 23.5 cm),The American Wing,10439_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10439_000.avif,342,1
10439,William P. Chappel,Baptism,1870s,Oil on slate paper,6 1/8 x 9 1/4 in. (15.6 x 23.5 cm),The American Wing,10439_002,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10439_002.avif,315,1
10439,William P. Chappel,Baptism,1870s,Oil on slate paper,6 1/8 x 9 1/4 in. (15.6 x 23.5 cm),The American Wing,10439_003,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10439_003.avif,204,0
10439,William P. Chappel,Baptism,1870s,Oil on slate paper,6 1/8 x 9 1/4 in. (15.6 x 23.5 cm),The American Wing,10439_004,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10439_004.avif,294,2
10440,William P. Chappel,Bathing Party,1870s,Oil on slate paper,6 1/8 x 9 1/4 in. (15.6 x 23.5 cm),The American Wing,10440_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10440_000.avif,576,0
10440,William P. Chappel,Bathing Party,1870s,Oil on slate paper,6 1/8 x 9 1/4 in. (15.6 x 23.5 cm),The American Wing,10440_001,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10440_001.avif,836,3
10440,William P. Chappel,Bathing Party,1870s,Oil on slate paper,6 1/8 x 9 1/4 in. (15.6 x 23.5 cm),The American Wing,10440_002,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10440_002.avif,616,2
10440,William P. Chappel,Bathing Party,1870s,Oil on slate paper,6 1/8 x 9 1/4 in. (15.6 x 23.5 cm),The American Wing,10440_003,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10440_003.avif,546,3
10440,William P. Chappel,Bathing Party,1870s,Oil on slate paper,6 1/8 x 9 1/4 in. (15.6 x 23.5 cm),The American Wing,10440_004,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10440_004.avif,770,2
10448,William P. Chappel,Fighting a Fire,1870s,Oil on slate paper,6 x 9 1/8 in. (15.2 x 23.2 cm),The American Wing,10448_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10448_000.avif,285,2
10461,William P. Chappel,Tea Rusk and Brick House,1870s,Oil on slate paper,9 1/8 x 6 in. (23.2 x 15.2 cm),The American Wing,10461_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10461_000.avif,1540,3
10461,William P. Chappel,Tea Rusk and Brick House,1870s,Oil on slate paper,9 1/8 x 6 in. (23.2 x 15.2 cm),The American Wing,10461_001,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10461_001.avif,1026,1
10462,William P. Chappel,Tea water pump,1870s,Oil on slate paper,6 1/16 x 9 5/16 in. (15.4 x 23.7 cm),The American Wing,10462_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10462_000.avif,455,2
10465,William Merritt Chase,Carmencita,1890,Oil on canvas,69 7/8 x 40 7/8 in. ( 177.5 x 103.8 cm),The American Wing,10465_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10465_000.avif,23751,2
10466,William Merritt Chase,Edward Guthrie Kennedy,ca. 1895,Oil on canvas,22 x 17 7/8 in. (55.9 x 45.4 cm),The American Wing,10466_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10466_000.avif,242296,2
10469,William Merritt Chase,James Abbott McNeill Whistler,1885,Oil on canvas,74 1/8 x 36 1/4 in. (188.3 x 92.1 cm),The American Wing,10469_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10469_000.avif,16999,3
10470,William Merritt Chase,Lady in Black,1888,Oil on canvas,74 1/4 x 36 5/16 in. (188.6 x 92.2 cm),The American Wing,10470_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10470_000.avif,5984,2
10472,William Merritt Chase,Bessie Potter,ca. 1895,Oil on canvas,32 x 25 5/8 in. (81.3 x 65.1 cm),The American Wing,10472_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10472_000.avif,33125,2
10474,William Merritt Chase,Roland,ca. 1902,Oil on canvas,20 3/8 x 16 1/4 in. (51.8 x 41.3 cm),The American Wing,10474_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10474_000.avif,48087,2
10478,George Chinnery,Houqua,ca. 1843,Oil on canvas,25 x 18 5/8 in. (63.5 x 46.3 cm),The American Wing,10478_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10478_000.avif,13332,2
10484,Alvan Clark,Portrait of a Lady,ca. 1835,Watercolor on ivory,Sight: 3 7/16 x 2 9/16 in. (8.7 x 6.5 cm),The American Wing,10484_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10484_000.avif,29500,2
10503,Alfred Q. Collins,Alexander Stewart Wetherill,ca. 1890–1900,Oil on canvas,59 3/4 x 37 3/4 in. (151.8 x 95.9 cm),The American Wing,10503_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10503_000.avif,20315,2
10516,Nelson Cook,James Merrill Cook,1840,Oil on canvas,48 1/8 x 24 1/2 in. (122.2 x 62.2 cm),The American Wing,10516_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10516_000.avif,28980,2
10517,Nelson Cook,Mrs. James Merrill Cook,1840,Oil on canvas,48 1/8 x 24 1/2 in. (122.2 x 62.2 cm),The American Wing,10517_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10517_000.avif,30912,2
10522,John Singleton Copley,Daniel Crommelin Verplanck,1771,Oil on canvas,49 1/2 x 40 in. (125.7 x 101.6 cm),The American Wing,10522_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10522_000.avif,32400,2
10524,John Singleton Copley,Gulian Verplanck,1771,Oil on canvas,"36 x 28 in. (91.4 x 71.1 cm)
Framed: 43 1/2 x 35 3/16 x 2 5/8 in. (110.5 x 89.3 x 6.7 cm)",The American Wing,10524_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/10524_000.avif,67482,2
